;Height;Floors;End Use;Envelope;id;Name;ExtWallCoeff;VolCoeff;Cooling System;Heating System;Cooling System 2;Simulate;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];January gas consumption [Nm3];January electric consumption [Wh];January oil consumption [L];January wood consumption [kg];January Heating Demand [Wh];January Cooling Demand [Wh];February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];February Heating Demand [Wh];February Cooling Demand [Wh];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];March Heating Demand [Wh];March Cooling Demand [Wh];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];April Heating Demand [Wh];April Cooling Demand [Wh];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];May Heating Demand [Wh];May Cooling Demand [Wh];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];June Heating Demand [Wh];June Cooling Demand [Wh];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];July Heating Demand [Wh];July Cooling Demand [Wh];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];August Heating Demand [Wh];August Cooling Demand [Wh];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];September Heating Demand [Wh];September Cooling Demand [Wh];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];October Heating Demand [Wh];October Cooling Demand [Wh];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];November Heating Demand [Wh];November Cooling Demand [Wh];December gas consumption [Nm3];December electric consumption [Wh];December oil consumption [L];December wood consumption [kg];December Heating Demand [Wh];December Cooling Demand [Wh];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg];Total Heating Demand [Wh];Total Cooling Demand [Wh]
131986326;11.15;3;residential;1961-1970;131986326;Bd131986326;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;4036.1312255859375;1085.95458984375;14;1474.0007182287222;335.7162594291042;92.45022865376217;-38.45083494766642;0.0;562198.6911621094;0.0;0.0;36536776.07695283;0.0;0.0;507792.3662109375;0.0;0.0;23403723.682656847;0.0;0.0;562198.6911621094;0.0;0.0;20141944.55918302;0.0;0.0;544063.2495117188;0.0;0.0;5283411.974513902;0.0;0.0;562198.6911621094;0.0;0.0;1833752.6101013739;0.0;0.0;544063.2495117188;0.0;0.0;1774599.3000981037;-5897798.754255176;0.0;562198.6911621094;0.0;0.0;1833752.6101013739;-11964922.629209986;0.0;562198.6911621094;0.0;0.0;1833752.6101013739;-14946352.878608115;0.0;544063.2495117188;0.0;0.0;1774599.3000981037;-5028076.696616746;0.0;562198.6911621094;0.0;0.0;8419668.431528201;0.0;0.0;544063.2495117188;0.0;0.0;20388426.597141452;0.0;0.0;562198.6911621094;0.0;0.0;32654629.533137742;0.0;0.0;6619436.202392578;0.0;0.0;155879037.2856143;-37837150.958690025
131986355;11.8;3;residential;Before 1930;131986355;Bd131986355;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;4342.835009765625;1104.110595703125;14;2868.4689060253318;446.2533083530077;143.91876371534292;-41.789561378207104;0.0;571598.0553955078;0.0;0.0;55687756.83983873;0.0;0.0;516282.1145507812;0.0;0.0;35401494.4629385;0.0;0.0;571598.0553955078;0.0;0.0;29741842.840568252;0.0;0.0;553159.4084472656;0.0;0.0;6969119.635250846;0.0;0.0;571598.0553955078;0.0;0.0;1854998.0098815577;0.0;0.0;553159.4084472656;0.0;0.0;1795159.3644015074;-8320551.006250299;0.0;571598.0553955078;0.0;0.0;1854998.0098815577;-17617062.70439562;0.0;571598.0553955078;0.0;0.0;1854998.0098815577;-20172623.66215531;0.0;553159.4084472656;0.0;0.0;1795159.3644015074;-6544699.666406149;0.0;571598.0553955078;0.0;0.0;11754029.796899077;0.0;0.0;553159.4084472656;0.0;0.0;30866828.57331772;0.0;0.0;571598.0553955078;0.0;0.0;49462180.94375326;0.0;0.0;6730106.136108399;0.0;0.0;229038565.85101408;-52654937.03920738
131986365;19.866666666666667;5;residential;1945-1960;131986365;Bd131986365;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;11917.32265625;2999.326171875;39;4242.299146004278;1713.1165239532197;292.86203140903535;-117.91771178413694;0.0;1552751.1591796875;0.0;0.0;111097883.87274611;0.0;0.0;1402484.91796875;0.0;0.0;69416529.44555394;0.0;0.0;1552751.1591796875;0.0;0.0;57836826.25340599;0.0;0.0;1502662.412109375;0.0;0.0;13503832.724551186;0.0;0.0;1552751.1591796875;0.0;0.0;5078082.094773771;0.0;0.0;1502662.412109375;0.0;0.0;4914272.99494236;-19236183.482464466;0.0;1552751.1591796875;0.0;0.0;5078082.094773771;-43359862.12207704;0.0;1552751.1591796875;0.0;0.0;5078082.094773771;-50295383.93795327;0.0;1502662.412109375;0.0;0.0;4914272.99494236;-16149287.797797972;0.0;1552751.1591796875;0.0;0.0;23932835.758825112;0.0;0.0;1502662.412109375;0.0;0.0;59708589.88957311;0.0;0.0;1552751.1591796875;0.0;0.0;99976265.98422934;0.0;0.0;18282392.680664062;0.0;0.0;460535556.20309085;-129040717.34029275
131986374;8.2;2;residential;Before 1930;131986374;Bd131986374;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1011.1885253906249;246.63134765625;3;984.1980279307554;156.8022513641518;45.50908012200636;-11.47562285509191;0.0;127681.04868164062;0.0;0.0;16939989.171005186;0.0;0.0;115324.8181640625;0.0;0.0;10637053.566173686;0.0;0.0;127681.04868164062;0.0;0.0;8636649.523395645;0.0;0.0;123562.30517578125;0.0;0.0;1689465.2115639644;0.0;0.0;127681.04868164062;0.0;0.0;409243.53903889545;0.0;0.0;123562.30517578125;0.0;0.0;396042.1345537698;-2735750.338322685;0.0;127681.04868164062;0.0;0.0;409243.53903889545;-5775140.563555585;0.0;127681.04868164062;0.0;0.0;409243.53903889545;-6100254.5646729665;0.0;123562.30517578125;0.0;0.0;396042.1345537698;-1971949.9888310824;0.0;127681.04868164062;0.0;0.0;3377402.3464723667;0.0;0.0;123562.30517578125;0.0;0.0;9364704.713430526;0.0;0.0;127681.04868164062;0.0;0.0;14996944.756943734;0.0;0.0;1503341.3796386716;0.0;0.0;67662024.17520933;-16583095.45538232
131986376;11.0;3;services;1961-1970;131986376;Bd131986376;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;2346.07763671875;639.83935546875;8;1112.125093494951;371.09513410388536;54.069851488759056;-21.168280623214656;0.0;826948.8885794765;0.0;0.0;26986725.90840176;0.0;0.0;784147.8432822188;0.0;0.0;17452072.103752285;0.0;0.0;869690.157524789;0.0;0.0;15458470.432879498;0.0;0.0;834052.5079530468;0.0;0.0;4958436.826844589;0.0;0.0;875032.8161429531;0.0;0.0;185248.64936920453;0.0;0.0;807339.2148622265;0.0;0.0;2434272.848652476;-5566028.585113225;0.0;864347.498906625;0.0;0.0;2676949.1752462466;-11942622.163428342;0.0;875032.8161429531;0.0;0.0;3263850.4129728973;-13996127.884394297;0.0;828709.8493348828;0.0;0.0;2799610.276874058;-5208878.812990683;0.0;875032.8161429531;0.0;0.0;4624358.485727766;0.0;0.0;844737.825189375;0.0;0.0;14684956.833678806;0.0;0.0;859004.840288461;0.0;0.0;24169727.46167617;0.0;0.0;10144077.07434996;0.0;0.0;119694679.41607577;-36713657.44592655
131986379;9.1;2;residential;1930-1945;131986379;Bd131986379;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1803.2996337890625;396.32958984375;5;1331.8041238826659;331.5676363442225;69.08707915561605;-19.25612456593294;0.0;205179.82866210936;0.0;0.0;26195345.007401172;0.0;0.0;185323.7162109375;0.0;0.0;16591150.52505654;0.0;0.0;205179.82866210936;0.0;0.0;13652593.262557598;0.0;0.0;198561.12451171875;0.0;0.0;2937919.197629346;0.0;0.0;205179.82866210936;0.0;0.0;664844.7276054122;0.0;0.0;198561.12451171875;0.0;0.0;643398.1234891086;-4262568.959485197;0.0;205179.82866210936;0.0;0.0;664844.7276054122;-8877834.63543795;0.0;205179.82866210936;0.0;0.0;664844.7276054122;-9499267.046390627;0.0;198561.12451171875;0.0;0.0;643398.1234891086;-3033349.02084895;0.0;205179.82866210936;0.0;0.0;5372280.10463278;0.0;0.0;198561.12451171875;0.0;0.0;14660538.703189796;0.0;0.0;205179.82866210936;0.0;0.0;23075576.843516942;0.0;0.0;2415827.014892578;0.0;0.0;105766734.07377863;-25673019.662162725
131986407;7.425;2;residential;1961-1970;131986407;Bd131986407;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1750.4981323242187;471.5146484375;6;851.0989408976037;141.19275011954986;46.83696439409265;-15.725534987985279;0.0;244103.13349609374;0.0;0.0;18409894.413333487;0.0;0.0;220480.249609375;0.0;0.0;11941763.024198387;0.0;0.0;244103.13349609374;0.0;0.0;10357991.28406453;0.0;0.0;236228.8388671875;0.0;0.0;2890569.863108675;0.0;0.0;244103.13349609374;0.0;0.0;793038.4219209097;0.0;0.0;236228.8388671875;0.0;0.0;767456.5373428158;-2568659.1891900273;0.0;244103.13349609374;0.0;0.0;793038.4219209097;-4958655.309486676;0.0;244103.13349609374;0.0;0.0;793038.4219209097;-6315658.889535451;0.0;236228.8388671875;0.0;0.0;767456.5373428158;-2137196.386143884;0.0;244103.13349609374;0.0;0.0;4244079.06736991;0.0;0.0;236228.8388671875;0.0;0.0;10353117.992239453;0.0;0.0;244103.13349609374;0.0;0.0;16272175.862568378;0.0;0.0;2874117.539550781;0.0;0.0;78383619.84733118;-15980169.77435604
131986414;10.5;3;residential;1961-1970;131986414;Bd131986414;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;2103.7503662109375;601.071533203125;8;741.0650744046167;132.625536152662;45.926197894869375;-17.644812690474826;0.0;311174.7327392578;0.0;0.0;19574385.226798046;0.0;0.0;281061.0489257812;0.0;0.0;13055820.526121462;0.0;0.0;311174.7327392578;0.0;0.0;11411210.26562953;0.0;0.0;301136.8381347656;0.0;0.0;3492659.92332139;0.0;0.0;311174.7327392578;0.0;0.0;1025071.0352260147;0.0;0.0;301136.8381347656;0.0;0.0;992004.2276380787;-2794458.8116020258;0.0;311174.7327392578;0.0;0.0;1025071.0352260147;-4889288.548938703;0.0;311174.7327392578;0.0;0.0;1025071.0352260147;-6479684.7107578;0.0;301136.8381347656;0.0;0.0;992004.2276380787;-2296476.578408383;0.0;311174.7327392578;0.0;0.0;4994976.876331756;0.0;0.0;301136.8381347656;0.0;0.0;11527224.978217535;0.0;0.0;311174.7327392578;0.0;0.0;16889504.64204452;0.0;0.0;3663831.530639648;0.0;0.0;86005003.99941844;-16459908.649706911
131986428;13.666666666666666;3;residential;1930-1945;131986428;Bd131986428;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;3094.936116536458;679.376220703125;9;1937.1994267831208;629.6270783520863;109.21299572136473;-33.56576063345103;0.0;351713.0694580078;0.0;0.0;40323353.46848935;0.0;0.0;317676.32080078125;0.0;0.0;24977096.574466303;0.0;0.0;351713.0694580078;0.0;0.0;20330987.362955462;0.0;0.0;340367.4865722656;0.0;0.0;4091717.6717001796;0.0;0.0;351713.0694580078;0.0;0.0;1156915.1889978733;0.0;0.0;340367.4865722656;0.0;0.0;1119595.3441914902;-7304867.778096734;0.0;351713.0694580078;0.0;0.0;1156915.1889978733;-15437615.427119141;0.0;351713.0694580078;0.0;0.0;1156915.1889978733;-16721161.840480708;0.0;340367.4865722656;0.0;0.0;1119595.3441914902;-5653608.242510965;0.0;351713.0694580078;0.0;0.0;7945040.812107968;0.0;0.0;340367.4865722656;0.0;0.0;21810188.55609892;0.0;0.0;351713.0694580078;0.0;0.0;36100959.61903651;0.0;0.0;4141137.7532958984;0.0;0.0;161289280.32023132;-45117253.28820755
131986431;8.366666666666667;2;medical;Before 1930;131986431;Bd131986431;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;3509.410180664063;838.90283203125;11;3247.132357310939;501.6369496778514;130.60852792879584;-38.33005559136425;0.0;5117104.596466406;0.0;0.0;130693060.54995185;0.0;0.0;4621900.925840626;0.0;0.0;108732391.58492689;0.0;0.0;5117104.596466406;0.0;0.0;110135569.90429585;0.0;0.0;4952036.706257813;0.0;0.0;81539952.63443363;0.0;0.0;5117104.596466406;0.0;0.0;77015097.71603008;0.0;0.0;4952036.706257813;0.0;0.0;70597209.59631854;-17734094.5818636;0.0;5117104.596466406;0.0;0.0;80700217.61553684;-32396269.25996434;0.0;5117104.596466406;0.0;0.0;83855758.10843569;-35066357.77262441;0.0;4952036.706257813;0.0;0.0;75612096.50414872;-15211906.12040149;0.0;5117104.596466406;0.0;0.0;88233275.87749957;0.0;0.0;4952036.706257813;0.0;0.0;109207809.36025059;0.0;0.0;5117104.596466406;0.0;0.0;127626641.30933996;0.0;0.0;60249779.926136725;0.0;0.0;1143949080.7611682;-100408627.73485383
131986440;6.6;1;residential;Before 1930;131986440;Bd131986440;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1641.4986328124999;248.7119140625;3;2062.711051655704;340.7595171216948;91.79194875870297;-17.433540339139185;0.0;128758.15791015625;0.0;0.0;32639439.039779097;0.0;0.0;116297.691015625;0.0;0.0;20426593.926549632;0.0;0.0;128758.15791015625;0.0;0.0;16959777.44252831;0.0;0.0;124604.6689453125;0.0;0.0;3607457.2131359265;0.0;0.0;128758.15791015625;0.0;0.0;411678.1309536793;0.0;0.0;124604.6689453125;0.0;0.0;398398.1912454961;-4229519.562487088;0.0;128758.15791015625;0.0;0.0;411678.1309536793;-8668326.537855763;0.0;128758.15791015625;0.0;0.0;411678.1309536793;-9652566.830504268;0.0;124604.6689453125;0.0;0.0;398398.1912454961;-3503353.0876973732;0.0;128758.15791015625;0.0;0.0;6037482.850845809;0.0;0.0;124604.6689453125;0.0;0.0;17513577.587696023;0.0;0.0;128758.15791015625;0.0;0.0;29254255.892460022;0.0;0.0;1516023.4721679688;0.0;0.0;128470414.72834685;-26053766.01854449
131986483;9.4375;2;residential;1945-1960;131986483;Bd131986483;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;3884.600341796875;823.2265625;11;1557.4985003314873;277.44755266956327;92.00741623750811;-33.794468277290754;0.0;426184.39140625;0.0;0.0;36284222.49565197;0.0;0.0;384940.740625;0.0;0.0;23270559.4432498;0.0;0.0;426184.39140625;0.0;0.0;19845751.585231207;0.0;0.0;412436.5078125;0.0;0.0;4932266.966605197;0.0;0.0;426184.39140625;0.0;0.0;1405673.4087619002;0.0;0.0;412436.5078125;0.0;0.0;1360329.1052534517;-5673642.573085126;0.0;426184.39140625;0.0;0.0;1405673.4087619002;-11315206.722259514;0.0;426184.39140625;0.0;0.0;1405673.4087619002;-14281210.913787715;0.0;412436.5078125;0.0;0.0;1360329.1052534517;-4770241.730337847;0.0;426184.39140625;0.0;0.0;8147465.383293846;0.0;0.0;412436.5078125;0.0;0.0;20231934.210214864;0.0;0.0;426184.39140625;0.0;0.0;32245470.749991093;0.0;0.0;5017977.511718751;0.0;0.0;151895349.2710306;-36040301.9394702
131986489;6.05;1;residential;Before 1930;131986489;Bd131986489;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;536.80751953125;88.728515625;1;943.2375577123436;186.96784141652535;41.20507146778199;-7.2036175972909815;0.0;45934.7525390625;0.0;0.0;14681680.162951667;0.0;0.0;41489.453906250004;0.0;0.0;9129326.599749098;0.0;0.0;45934.7525390625;0.0;0.0;7444150.6594062345;0.0;0.0;44452.986328125;0.0;0.0;1440718.323966114;0.0;0.0;45934.7525390625;0.0;0.0;144041.68209779248;0.0;0.0;44452.986328125;0.0;0.0;139395.17622367013;-1904527.7364960806;0.0;45934.7525390625;0.0;0.0;144041.68209779248;-3928154.445978135;0.0;45934.7525390625;0.0;0.0;144041.68209779248;-4086330.340301173;0.0;44452.986328125;0.0;0.0;139395.17622367013;-1489238.074861158;0.0;45934.7525390625;0.0;0.0;2633083.3919862104;0.0;0.0;44452.986328125;0.0;0.0;7856940.187956057;0.0;0.0;45934.7525390625;0.0;0.0;13116446.909023039;0.0;0.0;540844.6669921875;0.0;0.0;57013261.63377914;-11408250.597636547
131986502;9.1;2;residential;Before 1930;131986502;Bd131986502;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;2451.7235107421875;538.84033203125;7;2597.2310204670994;483.5500667972621;120.55641459227665;-27.022258242757314;0.0;278957.6398925781;0.0;0.0;42426075.817463875;0.0;0.0;251961.7392578125;0.0;0.0;26396496.686292548;0.0;0.0;278957.6398925781;0.0;0.0;21666797.52079767;0.0;0.0;269959.00634765625;0.0;0.0;4392849.423025716;0.0;0.0;278957.6398925781;0.0;0.0;912035.4038542527;0.0;0.0;269959.00634765625;0.0;0.0;882614.9069557284;-6136800.214414643;0.0;278957.6398925781;0.0;0.0;912035.4038542527;-13220717.19136426;0.0;278957.6398925781;0.0;0.0;912035.4038542527;-14741903.92450891;0.0;269959.00634765625;0.0;0.0;882614.9069557284;-5055398.104592835;0.0;278957.6398925781;0.0;0.0;8076537.28023964;0.0;0.0;269959.00634765625;0.0;0.0;22632007.633319005;0.0;0.0;278957.6398925781;0.0;0.0;38121446.01671638;0.0;0.0;3284501.2438964844;0.0;0.0;168213546.40332904;-39154819.43488065
131986525;5.2;1;residential;1930-1945;131986525;Bd131986525;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1762.2388671875;338.89208984375;4;1844.0627406127194;305.27252637146336;84.53872007021512;-20.672748357460534;0.0;175444.43491210937;0.0;0.0;31482842.037624802;0.0;0.0;158465.94121093748;0.0;0.0;19806125.36186071;0.0;0.0;175444.43491210937;0.0;0.0;16142661.297208473;0.0;0.0;169784.93701171875;0.0;0.0;3263532.4303476694;0.0;0.0;175444.43491210937;0.0;0.0;557418.4851384589;0.0;0.0;169784.93701171875;0.0;0.0;539437.2436823796;-5159734.601614562;0.0;175444.43491210937;0.0;0.0;557418.4851384589;-10204928.983666899;0.0;175444.43491210937;0.0;0.0;557418.4851384589;-10663299.204927778;0.0;169784.93701171875;0.0;0.0;539437.2436823796;-3712284.9905120465;0.0;175444.43491210937;0.0;0.0;6173530.386501232;0.0;0.0;169784.93701171875;0.0;0.0;17576406.897491314;0.0;0.0;175444.43491210937;0.0;0.0;27820698.65102007;0.0;0.0;2065716.733642578;0.0;0.0;125016927.0048344;-29740247.780721284
131986535;6.66;1;residential;Before 1930;131986535;Bd131986535;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1032.413818359375;155.01708984375;2;1534.2954111150348;290.8119497304763;67.91943771380724;-11.860202248270737;0.0;80252.34741210938;0.0;0.0;24515269.612075843;0.0;0.0;72485.9912109375;0.0;0.0;15422522.815695759;0.0;0.0;80252.34741210938;0.0;0.0;12753468.13289598;0.0;0.0;77663.56201171875;0.0;0.0;2699532.9089821996;0.0;0.0;80252.34741210938;0.0;0.0;261825.08195486217;0.0;0.0;77663.56201171875;0.0;0.0;253379.11156922145;-2981891.050323652;0.0;80252.34741210938;0.0;0.0;261825.08195486217;-6153856.834885853;0.0;80252.34741210938;0.0;0.0;261825.08195486217;-6621005.8024689155;0.0;77663.56201171875;0.0;0.0;253379.11156922145;-2329104.836776411;0.0;80252.34741210938;0.0;0.0;4540663.104048632;0.0;0.0;77663.56201171875;0.0;0.0;13263207.83205314;0.0;0.0;80252.34741210938;0.0;0.0;21781629.492930174;0.0;0.0;944906.6711425781;0.0;0.0;96268527.36768475;-18085858.524454832
131986539;10.5;3;residential;1945-1960;131986539;Bd131986539;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;4358.817626953125;1245.37646484375;16;1843.5767713409602;460.8156155871086;111.21623279977162;-44.30243580670017;0.0;644731.3958496094;0.0;0.0;42726648.23121016;0.0;0.0;582338.0349609375;0.0;0.0;27092511.696241397;0.0;0.0;644731.3958496094;0.0;0.0;22986038.543124598;0.0;0.0;623933.6088867188;0.0;0.0;5635191.584702603;0.0;0.0;644731.3958496094;0.0;0.0;2100731.987682442;0.0;0.0;623933.6088867188;0.0;0.0;2032966.439692686;-6723770.54536966;0.0;644731.3958496094;0.0;0.0;2100731.987682442;-14637116.873028323;0.0;644731.3958496094;0.0;0.0;2100731.987682442;-17850231.290788338;0.0;623933.6088867188;0.0;0.0;2032966.439692686;-5665758.151906542;0.0;644731.3958496094;0.0;0.0;9635454.473893639;0.0;0.0;623933.6088867188;0.0;0.0;23425877.30660792;0.0;0.0;644731.3958496094;0.0;0.0;38453679.73975435;0.0;0.0;7591192.241455079;0.0;0.0;180323530.41796738;-44876876.861092865
131986563;9.1;2;residential;Before 1930;131986563;Bd131986563;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1588.7431396484374;349.17431640625;5;1263.6697406144222;181.07926596367545;60.19386887752515;-15.155975143117404;0.0;180767.54360351563;0.0;0.0;22829250.523584746;0.0;0.0;163273.91035156252;0.0;0.0;14522510.003315924;0.0;0.0;180767.54360351563;0.0;0.0;12145646.087109186;0.0;0.0;174936.33251953125;0.0;0.0;2782337.130233159;0.0;0.0;180767.54360351563;0.0;0.0;609665.596045137;0.0;0.0;174936.33251953125;0.0;0.0;589998.9639146487;-3286014.781250722;0.0;180767.54360351563;0.0;0.0;609665.596045137;-6847133.670447621;0.0;180767.54360351563;0.0;0.0;609665.596045137;-7744196.990961543;0.0;174936.33251953125;0.0;0.0;589998.9639146487;-2540659.848612804;0.0;180767.54360351563;0.0;0.0;4707644.975734412;0.0;0.0;174936.33251953125;0.0;0.0;12676584.069655895;0.0;0.0;180767.54360351563;0.0;0.0;20216479.846915208;0.0;0.0;2128392.045654297;0.0;0.0;92889447.35251325;-20418005.29127269
131986576;16.85;4;residential;1945-1960;131986576;Bd131986576;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;4424.5648193359375;1050.341796875;14;1769.1628190392312;691.6011290435613;116.8462018071569;-46.847957863066625;0.0;543761.9482421875;0.0;0.0;45173041.44516795;0.0;0.0;491139.82421875;0.0;0.0;28390774.152669918;0.0;0.0;543761.9482421875;0.0;0.0;23205300.012340534;0.0;0.0;526221.240234375;0.0;0.0;4909856.568085542;0.0;0.0;543761.9482421875;0.0;0.0;1792080.007119736;0.0;0.0;526221.240234375;0.0;0.0;1734270.9746320026;-8338050.676364595;0.0;543761.9482421875;0.0;0.0;1792080.007119736;-18607697.48027846;0.0;543761.9482421875;0.0;0.0;1792080.007119736;-20373131.59061018;0.0;526221.240234375;0.0;0.0;1734270.9746320026;-6299355.9637212595;0.0;543761.9482421875;0.0;0.0;9743031.071830718;0.0;0.0;526221.240234375;0.0;0.0;24841441.469615467;0.0;0.0;543761.9482421875;0.0;0.0;40056685.41815298;0.0;0.0;6402358.4228515625;0.0;0.0;185164912.10848632;-53618235.71097449
131986605;12.566666666666668;3;residential;Before 1930;131986605;Bd131986605;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;2214.304345703125;528.61376953125;7;1810.7304543041178;351.60613212199144;88.72847527304125;-23.092305637461262;0.0;273663.34848632815;0.0;0.0;33262611.816053867;0.0;0.0;247179.7986328125;0.0;0.0;20991102.45202403;0.0;0.0;273663.34848632815;0.0;0.0;17328020.60520076;0.0;0.0;264835.49853515625;0.0;0.0;3726121.7788010817;0.0;0.0;273663.34848632815;0.0;0.0;900068.7075239941;0.0;0.0;264835.49853515625;0.0;0.0;871034.2330877362;-4913618.847759048;0.0;273663.34848632815;0.0;0.0;900068.7075239941;-10571238.696874034;0.0;273663.34848632815;0.0;0.0;900068.7075239941;-11841396.565538242;0.0;264835.49853515625;0.0;0.0;871034.2330877362;-3784319.833451461;0.0;273663.34848632815;0.0;0.0;6717414.464419519;0.0;0.0;264835.49853515625;0.0;0.0;18264207.250319503;0.0;0.0;273663.34848632815;0.0;0.0;29530294.166996535;0.0;0.0;3222165.2321777344;0.0;0.0;134262047.12256274;-31110573.943622787
