,Zone volume [m3],Zone net floor area [m2],Number of units [-],Zone opaque heat transfer loss [W/K],Zone glazed heat transfer loss [W/K],Zone design heating load [kW],Zone design cooling load [kW],Name,January gas consumption [Nm3],January electric consumption [Wh],January oil consumption [L],January wood consumption [kg],February gas consumption [Nm3],February electric consumption [Wh],February oil consumption [L],February wood consumption [kg],March gas consumption [Nm3],March electric consumption [Wh],March oil consumption [L],March wood consumption [kg],April gas consumption [Nm3],April electric consumption [Wh],April oil consumption [L],April wood consumption [kg],May gas consumption [Nm3],May electric consumption [Wh],May oil consumption [L],May wood consumption [kg],June gas consumption [Nm3],June electric consumption [Wh],June oil consumption [L],June wood consumption [kg],July gas consumption [Nm3],July electric consumption [Wh],July oil consumption [L],July wood consumption [kg],August gas consumption [Nm3],August electric consumption [Wh],August oil consumption [L],August wood consumption [kg],September gas consumption [Nm3],September electric consumption [Wh],September oil consumption [L],September wood consumption [kg],October gas consumption [Nm3],October electric consumption [Wh],October oil consumption [L],October wood consumption [kg],November gas consumption [Nm3],November electric consumption [Wh],November oil consumption [L],November wood consumption [kg],December gas consumption [Nm3],December electric consumption [Wh],December oil consumption [L],December wood consumption [kg]
RLB-78838,3802.9486816406247,1152.40869140625,1,1120.6888281096128,612.6415952001844,88.02447777124029,-36.13384031021346,Bd RLB-78838,4582.265117853999,991127.4925044838,0.0,0.0,2154.7784291257854,895211.9287137273,0.0,0.0,35.47654668000171,991127.4925044838,0.0,0.0,34.33214194838875,959155.6379075649,0.0,0.0,35.47654668000171,991127.4925044838,0.0,0.0,34.33214194838875,961926.4610833459,0.0,0.0,35.47654668000171,1203115.0024340858,0.0,0.0,35.47654668000171,1100153.2145512586,0.0,0.0,34.33214194838875,959155.6379075649,0.0,0.0,35.47654668000171,991127.4925044838,0.0,0.0,2071.530544682859,959155.6379075649,0.0,0.0,4244.8327073387145,991127.4925044838,0.0,0.0
RLB-68665,353.83154296875,107.2216796875,1,331.09270142237443,98.11404493596167,16.897815448052175,-4.893187153390641,Bd RLB-68665,938.6969815653412,371715.18612037797,0.0,0.0,443.67837041199397,335742.74875388975,0.0,0.0,25.367778978253398,371715.18612037797,0.0,0.0,24.549463527342,359724.3736648819,0.0,0.0,25.367778978253398,371715.18612037797,0.0,0.0,24.549463527342,536067.8392484343,0.0,0.0,25.367778978253398,856394.0067987355,0.0,0.0,25.367778978253398,632301.1153047096,0.0,0.0,24.549463527342,369593.5957910623,0.0,0.0,25.367778978253398,371715.18612037797,0.0,0.0,369.6702640936206,359724.3736648819,0.0,0.0,864.5139293368459,371715.18612037797,0.0,0.0
RLB-68648,4582.995849609375,1388.78662109375,1,3255.7532820726806,716.2470753532401,167.28164369642056,-39.93247907356258,Bd RLB-68648,9805.181784880544,1200771.997247237,0.0,0.0,4667.024561116051,1084568.2555781496,0.0,0.0,41.31076332297759,1200771.997247237,0.0,0.0,39.97815805449444,1162037.4166908744,0.0,0.0,41.31076332297759,1200771.997247237,0.0,0.0,39.97815805449444,1162037.4166908744,0.0,0.0,41.31076332297759,1200771.997247237,0.0,0.0,41.31076332297759,1200771.997247237,0.0,0.0,39.97815805449444,1162037.4166908744,0.0,0.0,41.31076332297759,1200771.997247237,0.0,0.0,4167.228633200836,1162037.4166908744,0.0,0.0,9195.374223538998,1200771.997247237,0.0,0.0
RLB-67496,822.710302734375,249.30615234375,1,375.80415242799745,209.64258011077317,25.88293799696317,-8.97315179394938,Bd RLB-67496,1354.8650958907601,455166.01575557544,0.0,0.0,651.978256697871,411117.6916501972,0.0,0.0,35.66329908085735,455166.01575557544,0.0,0.0,34.512870078249044,440483.2410537827,0.0,0.0,35.66329908085735,455166.01575557544,0.0,0.0,34.512870078249044,440483.2410537827,0.0,0.0,35.66329908085735,455166.01575557544,0.0,0.0,35.66329908085735,455166.01575557544,0.0,0.0,34.512870078249044,440483.2410537827,0.0,0.0,35.66329908085735,455166.01575557544,0.0,0.0,647.9623850377591,440483.2410537827,0.0,0.0,1269.2864192215638,455166.01575557544,0.0,0.0
RLB-75896,79124.99106445312,23977.27001953125,1,24509.54295523681,7222.276416593636,1690.6590551215988,-615.559376378188,Bd RLB-75896,88991.44098215968,13151080.689111328,0.0,0.0,42032.52770240479,11878395.461132811,0.0,0.0,35.238809374742466,13151080.689111328,0.0,0.0,34.10207358846045,12726852.279785156,0.0,0.0,35.238809374742466,13151080.689111328,0.0,0.0,34.10207358846045,12726852.279785156,0.0,0.0,35.238809374742466,13358911.84327472,0.0,0.0,35.238809374742466,13151080.689111328,0.0,0.0,34.10207358846045,12726852.279785156,0.0,0.0,35.238809374742466,13151080.689111328,0.0,0.0,38727.76944589802,12726852.279785156,0.0,0.0,82844.42096731983,13151080.689111328,0.0,0.0
RLB-69335,440.7626953125,133.564453125,1,605.5638598135466,225.94369996841866,30.69701815385137,-4.635651144208478,Bd RLB-69335,1789.0175080302708,400547.41801238136,0.0,0.0,866.9305734184509,361784.7646563444,0.0,0.0,29.957708266292236,400547.41801238136,0.0,0.0,28.99133058028281,387626.53356036905,0.0,0.0,29.957708266292236,400547.41801238136,0.0,0.0,28.99133058028281,387626.53356036905,0.0,0.0,29.957708266292236,400547.41801238136,0.0,0.0,29.957708266292236,400547.41801238136,0.0,0.0,28.99133058028281,387626.53356036905,0.0,0.0,29.957708266292236,400547.41801238136,0.0,0.0,814.0965455445319,387626.53356036905,0.0,0.0,1718.9005851438187,400547.41801238136,0.0,0.0
RLB-71863,139.9212890625,42.400390625,1,175.0526653227078,62.49704965282524,8.886376478892323,-1.4194550950476745,Bd RLB-71863,520.8502139344649,329335.6490950004,0.0,0.0,254.15165926807234,297464.45724709716,0.0,0.0,11.768817080255005,329335.6490950004,0.0,0.0,11.389177819601617,318711.91847903264,0.0,0.0,11.768817080255005,329335.6490950004,0.0,0.0,11.389177819601617,318711.91847903264,0.0,0.0,11.768817080255005,329335.6490950004,0.0,0.0,11.768817080255005,329335.6490950004,0.0,0.0,11.389177819601617,318711.91847903264,0.0,0.0,11.768817080255005,329335.6490950004,0.0,0.0,232.84186087172998,318711.91847903264,0.0,0.0,496.5270498040784,329335.6490950004,0.0,0.0
RLB-78901,691.8575683593749,209.65380859375,1,610.3856488707842,212.48403917480454,32.50874459780976,-7.503533276119921,Bd RLB-78901,1569.8352466435147,441933.8055605247,0.0,0.0,747.3289063002844,399166.0179256352,0.0,0.0,35.62608273469724,441933.8055605247,0.0,0.0,34.47685425938443,427677.87634889485,0.0,0.0,35.62608273469724,441933.8055605247,0.0,0.0,34.47685425938443,441878.8027054489,0.0,0.0,35.62608273469724,532013.7974020415,0.0,0.0,35.62608273469724,476097.3241687701,0.0,0.0,34.47685425938443,427677.87634889485,0.0,0.0,35.62608273469724,441933.8055605247,0.0,0.0,662.2403343054854,427677.87634889485,0.0,0.0,1462.134604327389,441933.8055605247,0.0,0.0
RLB-68717,1889.04052734375,572.4365234375,1,1659.100075065921,465.5486577436858,84.79308821084348,-14.988283165193454,Bd RLB-68717,4276.115806974604,687317.7534743177,0.0,0.0,2044.419789161447,620803.1321703516,0.0,0.0,35.48345493292886,687317.7534743177,0.0,0.0,34.33882735444728,665146.2130396625,0.0,0.0,35.48345493292886,687317.7534743177,0.0,0.0,34.33882735444728,665146.2130396625,0.0,0.0,35.48345493292886,687317.7534743177,0.0,0.0,35.48345493292886,687317.7534743177,0.0,0.0,34.33882735444728,665146.2130396625,0.0,0.0,35.48345493292886,687317.7534743177,0.0,0.0,1920.1355407443752,665146.2130396625,0.0,0.0,4079.327464232057,687317.7534743177,0.0,0.0
RLB-71034,215.50949707031248,65.305908203125,1,395.28253928462374,115.20590375637565,18.386786874418416,-3.254011942146517,Bd RLB-71034,1041.953024647676,351654.9274399174,0.0,0.0,497.5132541949522,317623.80542960286,0.0,0.0,17.84698226658243,351654.9274399174,0.0,0.0,17.271273161208804,340311.2201031459,0.0,0.0,17.84698226658243,351654.9274399174,0.0,0.0,17.271273161208804,340311.2201031459,0.0,0.0,17.84698226658243,352583.916159562,0.0,0.0,17.84698226658243,351654.9274399174,0.0,0.0,17.271273161208804,340311.2201031459,0.0,0.0,17.84698226658243,351654.9274399174,0.0,0.0,427.0258541547784,340311.2201031459,0.0,0.0,980.0945564763113,351654.9274399174,0.0,0.0
RLB-71068,2568.9049804687497,778.4560546875,1,2071.3442014879706,726.6846538349215,112.34347930190025,-25.199376146077586,Bd RLB-71068,6516.562695410941,824310.3514406271,0.0,0.0,3104.287252906451,744538.3819463728,0.0,0.0,41.42208700077811,824310.3514406271,0.0,0.0,40.0858906459143,797719.6949425424,0.0,0.0,41.42208700077811,824310.3514406271,0.0,0.0,40.0858906459143,797719.6949425424,0.0,0.0,41.42208700077811,824310.3514406271,0.0,0.0,41.42208700077811,824310.3514406271,0.0,0.0,40.0858906459143,797719.6949425424,0.0,0.0,41.42208700077811,824310.3514406271,0.0,0.0,2856.172055977635,797719.6949425424,0.0,0.0,6171.631336143399,824310.3514406271,0.0,0.0
RLB-71865,583.9074462890625,176.941650390625,1,626.6383942169234,181.53470356903443,31.13152106378582,-7.720701157443808,Bd RLB-71865,1504.352595514912,423482.23288098245,0.0,0.0,715.0328240734822,382500.08131185506,0.0,0.0,32.135543899582444,423482.23288098245,0.0,0.0,31.09891345120882,409821.5156912733,0.0,0.0,32.135543899582444,423482.23288098245,0.0,0.0,31.09891345120882,530824.3184471258,0.0,0.0,32.135543899582444,790366.2963487385,0.0,0.0,32.135543899582444,563473.1700979436,0.0,0.0,31.09891345120882,409821.5156912733,0.0,0.0,32.135543899582444,423482.23288098245,0.0,0.0,601.3600593210355,409821.5156912733,0.0,0.0,1391.5935113239536,423482.23288098245,0.0,0.0
RLB-67586,260.18759765625,78.8447265625,1,464.57034282448444,132.29071779427608,21.56621445057847,-4.625228595899911,Bd RLB-67586,1188.8279359183323,362164.90499722713,0.0,0.0,561.2360196580138,327116.6883845923,0.0,0.0,20.248486146737143,362164.90499722713,0.0,0.0,19.59530917426175,350482.1661263489,0.0,0.0,20.248486146737143,362164.90499722713,0.0,0.0,19.59530917426175,435439.4511958553,0.0,0.0,20.248486146737143,600055.5669890827,0.0,0.0,20.248486146737143,453000.2585250656,0.0,0.0,19.59530917426175,350482.1661263489,0.0,0.0,20.248486146737143,362164.90499722713,0.0,0.0,462.8025843466895,350482.1661263489,0.0,0.0,1104.7160825093206,362164.90499722713,0.0,0.0
RLB-66818,2926.3853759765625,886.783447265625,1,1626.282613462302,433.97803353989815,91.34501582737619,-29.986903475255357,Bd RLB-66818,4477.669810155691,857269.6144772545,0.0,0.0,2090.0287850095146,774308.0388826815,0.0,0.0,35.46945064193108,857269.6144772545,0.0,0.0,34.325274814772015,829615.7559457303,0.0,0.0,35.46945064193108,857269.6144772545,0.0,0.0,34.325274814772015,1580140.5431542892,0.0,0.0,35.46945064193108,3077856.756040013,0.0,0.0,35.46945064193108,1903691.511266877,0.0,0.0,34.325274814772015,831913.5115861527,0.0,0.0,35.46945064193108,857269.6144772545,0.0,0.0,1770.3570143064833,829615.7559457303,0.0,0.0,4113.083024403346,857269.6144772545,0.0,0.0
RLB-78768,2020.2090820312499,612.1845703125,1,1708.7202959766448,462.64574689771473,87.40447207701045,-20.35470630037153,Bd RLB-78768,4269.917035833128,710770.7643442189,0.0,0.0,2030.024752631882,641986.4968270365,0.0,0.0,35.47787195575659,710770.7643442189,0.0,0.0,34.33342447331283,687842.6751718249,0.0,0.0,35.47787195575659,710770.7643442189,0.0,0.0,34.33342447331283,687842.6751718249,0.0,0.0,35.47787195575659,724378.3311282466,0.0,0.0,35.47787195575659,710770.7643442189,0.0,0.0,34.33342447331283,687842.6751718249,0.0,0.0,35.47787195575659,710770.7643442189,0.0,0.0,1783.8655307914776,687842.6751718249,0.0,0.0,3996.0676968297093,710770.7643442189,0.0,0.0
RLB-79195,682.2685546875,206.748046875,1,382.770758436713,132.92587384777838,18.46581193596472,-6.522476857072349,Bd RLB-79195,1325.9615170353595,388713.2686865857,0.0,0.0,624.739448183004,363124.59034090803,0.0,0.0,7.978269361064315,402524.0382178357,0.0,0.0,7.720905833288047,387089.09400365147,0.0,0.0,7.978269361064315,404250.38440924196,0.0,0.0,113.62024915600645,1008733.1751816103,0.0,0.0,104.05160097052597,1707221.6377135557,0.0,0.0,118.74844134343654,1475145.5334344148,0.0,0.0,116.72552838870486,749590.2963735433,0.0,0.0,7.978269361064315,404250.38440924196,0.0,0.0,546.0163751188675,390541.78638646397,0.0,0.0,1219.6878695375003,399071.3458350232,0.0,0.0
RLB-68722,2210.050927734375,669.71240234375,1,1173.2624043524738,333.59927320394155,67.39009558503662,-20.304177139840885,Bd RLB-68722,3417.088266192981,718514.692743955,0.0,0.0,1624.0742109764599,648981.0128009915,0.0,0.0,35.52070637617375,718514.692743955,0.0,0.0,34.37487713823266,695336.7994296338,0.0,0.0,35.52070637617375,718514.692743955,0.0,0.0,34.37487713823266,744467.0392589481,0.0,0.0,35.52070637617375,994876.020157016,0.0,0.0,35.52070637617375,831753.6821607535,0.0,0.0,34.37487713823266,695336.7994296338,0.0,0.0,35.52070637617375,718514.692743955,0.0,0.0,1415.7662334374083,695336.7994296338,0.0,0.0,3169.0915696217567,718514.692743955,0.0,0.0
RLB-71121,3702.86748046875,1122.0810546875,1,1797.870351055149,677.7094133322684,111.31357134649733,-36.454765475200816,Bd RLB-71121,5442.277708241208,1001070.961692774,0.0,0.0,2534.747415884247,904193.1266902474,0.0,0.0,35.4388986383461,1001070.961692774,0.0,0.0,34.295708359689776,968778.350025265,0.0,0.0,35.4388986383461,1001070.961692774,0.0,0.0,34.295708359689776,2008980.769213045,0.0,0.0,35.4388986383461,4084103.7451059325,0.0,0.0,35.4388986383461,2504066.157698213,0.0,0.0,34.295708359689776,975502.1757144403,0.0,0.0,35.4388986383461,1001070.961692774,0.0,0.0,2156.363741921788,968778.350025265,0.0,0.0,4991.210563519943,1001070.961692774,0.0,0.0
RLB-70859,896.1498046874999,271.560546875,1,560.5521817090302,202.06838321631642,32.253083399136266,-9.717526073410584,Bd RLB-70859,1607.0509006312302,473701.4103096444,0.0,0.0,764.911854537897,427859.338344195,0.0,0.0,35.627226360087256,473701.4103096444,0.0,0.0,34.47796099363283,458420.71965449466,0.0,0.0,35.627226360087256,473701.4103096444,0.0,0.0,34.47796099363283,511553.4725670084,0.0,0.0,35.627226360087256,690770.4690399274,0.0,0.0,35.627226360087256,565368.1372597698,0.0,0.0,34.47796099363283,458420.71965449466,0.0,0.0,35.627226360087256,473701.4103096444,0.0,0.0,669.5352728308116,458420.71965449466,0.0,0.0,1491.1125453032314,473701.4103096444,0.0,0.0
RLB-70520,1788.4920410156249,541.96728515625,1,727.2864972992247,375.66820532163774,50.750128176974904,-17.885677456615106,Bd RLB-70520,2620.672803408965,634058.4446636213,0.0,0.0,1242.19442307539,572697.9500187547,0.0,0.0,35.556397768915204,634058.4446636213,0.0,0.0,34.409417195724394,613604.9464486657,0.0,0.0,35.556397768915204,634058.4446636213,0.0,0.0,34.409417195724394,613604.9464486657,0.0,0.0,35.556397768915204,645916.3813327157,0.0,0.0,35.556397768915204,634145.3747214917,0.0,0.0,34.409417195724394,613604.9464486657,0.0,0.0,35.556397768915204,634058.4446636213,0.0,0.0,1206.5016232408566,613604.9464486657,0.0,0.0,2439.062117732667,634058.4446636213,0.0,0.0
RLB-79622,2621.706591796875,794.45654296875,1,1410.7588063115231,644.1600645373944,88.63241823423044,-28.447843411184486,Bd RLB-79622,5131.623228953938,806485.0806609977,0.0,0.0,2408.694954913882,728438.1373712237,0.0,0.0,41.493482831881664,806485.0806609977,0.0,0.0,40.15498338569193,780469.4328977397,0.0,0.0,41.493482831881664,806485.0806609977,0.0,0.0,40.15498338569193,834397.249960181,0.0,0.0,41.493482831881664,1117555.7690936818,0.0,0.0,41.493482831881664,938852.226866331,0.0,0.0,40.15498338569193,780469.4328977397,0.0,0.0,41.493482831881664,806485.0806609977,0.0,0.0,2149.7304961242535,780469.4328977397,0.0,0.0,4775.878548028489,806485.0806609977,0.0,0.0
RLB-64628,10090.422729492188,3057.703857421875,1,4449.001342952667,1828.8393423756881,288.1166783522731,-84.20087385611781,Bd RLB-64628,14792.900223419138,2197824.3238545596,0.0,0.0,6992.063332730223,1985131.6473525055,0.0,0.0,35.2978957129873,2197824.3238545596,0.0,0.0,34.15925391579416,2126926.7650205414,0.0,0.0,35.2978957129873,2197824.3238545596,0.0,0.0,34.15925391579416,2126926.7650205414,0.0,0.0,35.2978957129873,2197824.3238545596,0.0,0.0,35.2978957129873,2197824.3238545596,0.0,0.0,34.15925391579416,2126926.7650205414,0.0,0.0,35.2978957129873,2197824.3238545596,0.0,0.0,6487.020389815169,2126926.7650205414,0.0,0.0,13894.52105154984,2197824.3238545596,0.0,0.0
RLB-62291,37664.201953125,11413.39453125,1,13581.48043776101,5173.128081383025,923.3931264815561,-296.8481380804757,Bd RLB-62291,56601.82736402034,6646762.348828125,0.0,0.0,26831.41600527205,6003527.282812499,0.0,0.0,41.04428303272047,6646762.348828125,0.0,0.0,39.72027390263272,6432350.66015625,0.0,0.0,41.04428303272047,6646762.348828125,0.0,0.0,39.72027390263272,6432350.66015625,0.0,0.0,41.04428303272047,6646762.348828125,0.0,0.0,41.04428303272047,6646762.348828125,0.0,0.0,39.72027390263272,6432350.66015625,0.0,0.0,41.04428303272047,6646762.348828125,0.0,0.0,25582.047000530263,6432350.66015625,0.0,0.0,53360.50461846792,6646762.348828125,0.0,0.0
RLB-71164,1101.8970703124999,333.908203125,1,800.7806308152669,326.9114098662777,45.83246690808771,-8.676509404467085,Bd RLB-71164,2390.7368171259973,520931.32271964604,0.0,0.0,1158.416103674134,470518.6140693577,0.0,0.0,35.57241863533788,520931.32271964604,0.0,0.0,34.4249212600044,504127.0865028833,0.0,0.0,35.57241863533788,520931.32271964604,0.0,0.0,34.4249212600044,504127.0865028833,0.0,0.0,35.57241863533788,520931.32271964604,0.0,0.0,35.57241863533788,520931.32271964604,0.0,0.0,34.4249212600044,504127.0865028833,0.0,0.0,35.57241863533788,520931.32271964604,0.0,0.0,1138.0352895114852,504127.0865028833,0.0,0.0,2296.3953317910896,520931.32271964604,0.0,0.0
RLB-74877,517.9324218749999,156.94921875,1,572.6364837762819,190.87829499945911,29.13033382583658,-6.271827943805099,Bd RLB-74877,1646.5105216084494,410928.6037291802,0.0,0.0,786.7428792677814,371161.31949732406,0.0,0.0,34.14285085002904,410928.6037291802,0.0,0.0,33.04146856454424,397672.84231856145,0.0,0.0,34.14285085002904,410928.6037291802,0.0,0.0,33.04146856454424,397672.84231856145,0.0,0.0,34.14285085002904,410928.6037291802,0.0,0.0,34.14285085002904,410928.6037291802,0.0,0.0,33.04146856454424,397672.84231856145,0.0,0.0,34.14285085002904,410928.6037291802,0.0,0.0,704.7534588644685,397672.84231856145,0.0,0.0,1552.252180628544,410928.6037291802,0.0,0.0
RLB-67497,1e-05,1e-05,1,56.23883305225396,22.408656580062946,2.5560434963836327,-0.7342451567980169,Bd RLB-67497,131.84213315063465,303105.605177,0.0,0.0,63.712033052302075,273772.80467599997,0.0,0.0,7.183655138541777,303105.605177,0.0,0.0,6.951924327621075,293328.00501,0.0,0.0,7.183655138541777,303105.605177,0.0,0.0,6.951924327621075,332851.42744686245,0.0,0.0,7.183655138541777,417607.4455378517,0.0,0.0,7.183655138541777,367766.27483131184,0.0,0.0,6.951924327621075,299030.1800236175,0.0,0.0,7.183655138541777,303105.605177,0.0,0.0,57.3213274576494,293328.00501,0.0,0.0,120.57553215203359,303105.605177,0.0,0.0
RLB-79218,1157.9390624999999,350.890625,1,928.2266798179902,454.78204569273544,54.59727576659858,-11.272727434638346,Bd RLB-79218,3178.068701080774,539374.228854617,0.0,0.0,1516.887401547075,487176.7228364283,0.0,0.0,41.632731345168736,539374.228854617,0.0,0.0,40.28974001145362,521975.0601818874,0.0,0.0,41.632731345168736,539374.228854617,0.0,0.0,40.28974001145362,521975.0601818874,0.0,0.0,41.632731345168736,539374.228854617,0.0,0.0,41.632731345168736,539374.228854617,0.0,0.0,40.28974001145362,521975.0601818874,0.0,0.0,41.632731345168736,539374.228854617,0.0,0.0,1454.9025233507296,521975.0601818874,0.0,0.0,3024.0750539385344,539374.228854617,0.0,0.0
RLB-78734,141.1716796875,42.779296875,1,341.007203643493,147.6951307485544,17.05925653180404,-2.61802324457672,Bd RLB-78734,962.5551005960857,338531.13054448756,0.0,0.0,459.2022593790735,305770.05339502107,0.0,0.0,11.881242032021964,338531.13054448756,0.0,0.0,11.497976160021254,327610.77149466536,0.0,0.0,11.881242032021964,338531.13054448756,0.0,0.0,11.497976160021254,327610.77149466536,0.0,0.0,11.881242032021964,338531.13054448756,0.0,0.0,11.881242032021964,338531.13054448756,0.0,0.0,11.497976160021254,327610.77149466536,0.0,0.0,11.881242032021964,338531.13054448756,0.0,0.0,410.8082199698957,327610.77149466536,0.0,0.0,909.48415730478,338531.13054448756,0.0,0.0
RLB-95627,1207.418115234375,365.88427734375,1,1066.9959998195877,301.0771568033763,54.524195217199455,-13.547924748303524,Bd RLB-95627,2640.674163429342,547055.972218422,0.0,0.0,1257.499379426745,494115.07168115536,0.0,0.0,35.54829641074212,547055.972218422,0.0,0.0,34.401577171685915,529409.0053726665,0.0,0.0,35.54829641074212,547055.972218422,0.0,0.0,34.401577171685915,561558.375131095,0.0,0.0,35.54829641074212,709912.9852174348,0.0,0.0,35.54829641074212,605628.7147305771,0.0,0.0,34.401577171685915,529409.0053726665,0.0,0.0,35.54829641074212,547055.972218422,0.0,0.0,1086.33436586064,529409.0053726665,0.0,0.0,2460.764119093256,547055.972218422,0.0,0.0
RLB-69418,319.4490234375,96.802734375,1,472.5507063262097,109.88065362482693,21.59109439372119,-4.466502509897663,Bd RLB-69418,0.0,371489.1614447517,1216.0450636265703,0.0,0.0,335538.5974339693,578.8508620793518,0.0,0.0,371489.1614447517,23.60698946010404,0.0,0.0,359505.6401078243,22.845473671068426,0.0,0.0,371489.1614447517,23.60698946010404,0.0,0.0,408543.5261309691,22.845473671068426,0.0,0.0,516917.18570986803,23.60698946010404,0.0,0.0,426969.4704516835,23.60698946010404,0.0,0.0,359505.6401078243,22.845473671068426,0.0,0.0,371489.1614447517,23.60698946010404,0.0,0.0,359505.6401078243,482.6910334197889,0.0,0.0,371489.1614447517,1131.3971048624132,0.0
RLB-96407,845.575048828125,256.23486328125,1,356.3040273301108,188.73064189107515,19.827564371758857,-6.801564673899581,Bd RLB-96407,1552.41671849252,407154.533125367,0.0,0.0,745.1793558182857,382660.39119110774,0.0,0.0,9.884544222091417,424271.02199255454,0.0,0.0,9.565687956862662,407548.0635808743,0.0,0.0,9.884544222091417,426410.58310095296,0.0,0.0,143.67997058516735,896261.7019052241,0.0,0.0,129.48115192958718,1205350.2499139584,0.0,0.0,147.88880763942268,1290765.1551567689,0.0,0.0,150.02892440632206,803217.7724747146,0.0,0.0,9.884544222091417,426410.58310095296,0.0,0.0,706.9597463776961,411827.1857976712,0.0,0.0,1455.934161010079,419991.8997757576,0.0,0.0
RLB-78524,921.1914550781249,279.14892578125,1,1158.1297346867634,207.00022492670902,52.043319146422235,-9.174121967482531,Bd RLB-78524,2966.010232111326,499421.33845546155,0.0,0.0,1423.0280151079498,451090.24118557817,0.0,0.0,41.643218094917536,499421.33845546155,0.0,0.0,40.299888478952454,483310.9726988338,0.0,0.0,41.643218094917536,499421.33845546155,0.0,0.0,40.299888478952454,483310.9726988338,0.0,0.0,41.643218094917536,500262.2871408355,0.0,0.0,41.643218094917536,499421.33845546155,0.0,0.0,40.299888478952454,483310.9726988338,0.0,0.0,41.643218094917536,499421.33845546155,0.0,0.0,1218.6018067409495,483310.9726988338,0.0,0.0,2778.0213880103975,499421.33845546155,0.0,0.0
RLB-67117,844.90634765625,256.0322265625,1,754.1716217559105,265.285062357849,40.17322846416594,-8.58700283506989,Bd RLB-67117,1952.8560464801687,474383.4290178687,0.0,0.0,934.6184680894255,428475.3552419459,0.0,0.0,35.592005473746475,474383.4290178687,0.0,0.0,34.44387626491594,459080.73775922775,0.0,0.0,35.592005473746475,474383.4290178687,0.0,0.0,34.44387626491594,459080.73775922775,0.0,0.0,35.592005473746475,477048.69937176583,0.0,0.0,35.592005473746475,474383.4290178687,0.0,0.0,34.44387626491594,459080.73775922775,0.0,0.0,35.592005473746475,474383.4290178687,0.0,0.0,836.916825079678,459080.73775922775,0.0,0.0,1826.932314451242,474383.4290178687,0.0,0.0
RLB-75284,127.2425537109375,38.558349609375,1,246.1181642142619,92.4866838007132,12.065012174744504,-1.8138550160363272,Bd RLB-75284,579.5508990945791,330846.6837986281,0.0,0.0,279.2188279855628,298829.26278585766,0.0,0.0,8.51703244580134,330846.6837986281,0.0,0.0,8.242289463678715,320174.2101277046,0.0,0.0,8.51703244580134,330846.6837986281,0.0,0.0,8.242289463678715,320174.2101277046,0.0,0.0,8.51703244580134,330846.6837986281,0.0,0.0,8.51703244580134,330846.6837986281,0.0,0.0,8.242289463678715,320174.2101277046,0.0,0.0,8.51703244580134,330846.6837986281,0.0,0.0,244.93213626232986,320174.2101277046,0.0,0.0,544.6234316191799,330846.6837986281,0.0,0.0
RLB-70864,2499.4140380859376,757.398193359375,1,606.2142093271827,286.2636376083581,35.25406512061993,-17.790546300298725,Bd RLB-70864,3373.165869478965,595714.2276821991,0.0,0.0,1614.13230305491,582130.3792465981,0.0,0.0,29.145257914338046,646308.4269986053,0.0,0.0,28.205088304198107,616483.3778618686,0.0,0.0,29.145257914338046,652632.7019131561,0.0,0.0,415.06388366679545,2555776.4837217405,0.0,0.0,380.10884434230366,4307955.817435373,0.0,0.0,433.79758106066294,3957421.385514157,0.0,0.0,426.40771777882895,1930061.5684455335,0.0,0.0,29.145257914338046,652632.7019131561,0.0,0.0,1428.4732224209733,629131.9276909701,0.0,0.0,3115.816642376429,633659.8771695037,0.0,0.0
RLB-70899,10272.854878799746,3112.986326909014,1,6865.526671971354,2649.6061884104474,394.84894195240645,-100.78600563236823,Bd RLB-70899,22347.011266413767,2343969.0884034303,0.0,0.0,10497.598512565928,2117133.37017084,0.0,0.0,41.04942162747652,2343969.0884034303,0.0,0.0,39.7252467362676,2268357.1823259005,0.0,0.0,41.04942162747652,2343969.0884034303,0.0,0.0,39.7252467362676,2268357.1823259005,0.0,0.0,41.04942162747652,2444202.275256398,0.0,0.0,41.04942162747652,2343969.0884034303,0.0,0.0,39.7252467362676,2268357.1823259005,0.0,0.0,41.04942162747652,2343969.0884034303,0.0,0.0,9432.77178714142,2268357.1823259005,0.0,0.0,20870.402226404396,2343969.0884034303,0.0,0.0
RLB-52571,402.4010009765625,121.939697265625,1,303.0819368864633,147.4467877373277,17.9955252250779,-5.575961272305521,Bd RLB-52571,899.323066331934,380543.4140102518,0.0,0.0,426.5974166919168,343716.6320092597,0.0,0.0,23.828490275900414,380543.4140102518,0.0,0.0,23.059829299258464,368267.8200099211,0.0,0.0,23.828490275900414,380543.4140102518,0.0,0.0,23.059829299258464,406498.67833003437,0.0,0.0,23.828490275900414,576558.1830739029,0.0,0.0,23.828490275900414,448475.63411963487,0.0,0.0,23.059829299258464,368267.8200099211,0.0,0.0,23.828490275900414,380543.4140102518,0.0,0.0,397.77977318666353,368267.8200099211,0.0,0.0,831.1262651987386,380543.4140102518,0.0,0.0
