,Zone volume [m3],Zone net floor area [m2],Number of units [-],Zone opaque heat transfer loss [W/K],Zone glazed heat transfer loss [W/K],Zone design heating load [kW],Zone design cooling load [kW],Name,January gas consumption [Nm3],January electric consumption [Wh],January oil consumption [L],January wood consumption [kg],February gas consumption [Nm3],February electric consumption [Wh],February oil consumption [L],February wood consumption [kg],March gas consumption [Nm3],March electric consumption [Wh],March oil consumption [L],March wood consumption [kg],April gas consumption [Nm3],April electric consumption [Wh],April oil consumption [L],April wood consumption [kg],May gas consumption [Nm3],May electric consumption [Wh],May oil consumption [L],May wood consumption [kg],June gas consumption [Nm3],June electric consumption [Wh],June oil consumption [L],June wood consumption [kg],July gas consumption [Nm3],July electric consumption [Wh],July oil consumption [L],July wood consumption [kg],August gas consumption [Nm3],August electric consumption [Wh],August oil consumption [L],August wood consumption [kg],September gas consumption [Nm3],September electric consumption [Wh],September oil consumption [L],September wood consumption [kg],October gas consumption [Nm3],October electric consumption [Wh],October oil consumption [L],October wood consumption [kg],November gas consumption [Nm3],November electric consumption [Wh],November oil consumption [L],November wood consumption [kg],December gas consumption [Nm3],December electric consumption [Wh],December oil consumption [L],December wood consumption [kg]
RLB-75305,49936.38310546875,15132.2373046875,1,16720.129513943077,5230.404207870767,1129.5288718378563,-392.75164165520107,Bd RLB-75305,68863.37475236594,8572007.25263672,0.0,0.0,32484.685213690245,7742458.163671875,0.0,0.0,41.04428303272047,8572007.25263672,0.0,0.0,39.72027390263272,8295490.8896484375,0.0,0.0,41.04428303272047,8572007.25263672,0.0,0.0,39.72027390263272,8295490.8896484375,0.0,0.0,41.04428303272047,8572007.25263672,0.0,0.0,41.04428303272047,8572007.25263672,0.0,0.0,39.72027390263272,8295490.8896484375,0.0,0.0,41.04428303272047,8572007.25263672,0.0,0.0,30050.40972271824,8295490.8896484375,0.0,0.0,64257.98073327942,8572007.25263672,0.0,0.0
RLB-67440,1446.56982421875,438.3544921875,1,1087.076667182329,469.70969219967895,62.650305215071505,-15.947689196643267,Bd RLB-67440,3089.639828292038,593521.6246838883,0.0,0.0,1466.6940969100567,536084.0481015765,0.0,0.0,35.53086554527627,593521.6246838883,0.0,0.0,34.38470859220285,574375.7658231177,0.0,0.0,35.53086554527627,593521.6246838883,0.0,0.0,34.38470859220285,574375.7658231177,0.0,0.0,35.53086554527627,593521.6246838883,0.0,0.0,35.53086554527627,593521.6246838883,0.0,0.0,34.38470859220285,574375.7658231177,0.0,0.0,35.53086554527627,593521.6246838883,0.0,0.0,1338.8485651207989,574375.7658231177,0.0,0.0,2905.3214916657344,593521.6246838883,0.0,0.0
RLB-71496,1e-05,1e-05,1,140.8535711492712,34.663042081701626,5.704290013339951,-0.9059878924189776,Bd RLB-71496,291.66992052386615,303881.11299648887,0.0,0.0,138.7863781357035,274473.2633516673,0.0,0.0,7.180570263192056,303881.11299648887,0.0,0.0,6.948938964379409,294078.49644821504,0.0,0.0,7.180570263192056,303881.11299648887,0.0,0.0,6.948938964379409,347702.4570565156,0.0,0.0,7.180570263192056,447610.4745444581,0.0,0.0,7.180570263192056,373100.4227888004,0.0,0.0,6.948938964379409,294748.1825645603,0.0,0.0,7.180570263192056,303881.11299648887,0.0,0.0,110.22377938627918,294078.49644821504,0.0,0.0,267.98151695468766,303881.11299648887,0.0,0.0
RLB-68892,1e-05,1e-05,1,125.50233346740382,26.49892086951655,4.940040849283246,-0.8129549483212687,Bd RLB-68892,258.2776760313074,303105.605177,0.0,0.0,123.65090730773986,273772.80467599997,0.0,0.0,7.183655138541777,303105.605177,0.0,0.0,6.951924327621075,293328.00501,0.0,0.0,7.183655138541777,303105.605177,0.0,0.0,6.951924327621075,303666.5914430678,0.0,0.0,7.183655138541777,333016.9138787382,0.0,0.0,7.183655138541777,314358.9028315816,0.0,0.0,6.951924327621075,293328.00501,0.0,0.0,7.183655138541777,303105.605177,0.0,0.0,101.84182471037917,293328.00501,0.0,0.0,240.9082651019502,303105.605177,0.0,0.0
RLB-71129,3892.621509710267,1179.582275669778,1,2092.8976578111215,539.4862995730359,117.990991195904,-33.796761789365384,Bd RLB-71129,5975.547769481527,1038191.9843398777,0.0,0.0,2811.4751567746857,937721.7923069865,0.0,0.0,35.431778908151585,1038191.9843398777,0.0,0.0,34.28881829821121,1004701.9203289141,0.0,0.0,35.431778908151585,1038191.9843398777,0.0,0.0,34.28881829821121,1004701.9203289141,0.0,0.0,35.431778908151585,1108979.6272419326,0.0,0.0,35.431778908151585,1038337.3898105053,0.0,0.0,34.28881829821121,1004701.9203289141,0.0,0.0,35.431778908151585,1038191.9843398777,0.0,0.0,2523.1122389265947,1004701.9203289141,0.0,0.0,5572.239079276568,1038191.9843398777,0.0,0.0
RLB-69421,810.1717529296875,245.506591796875,1,739.7691301333609,324.3032194105622,41.33378263459156,-6.946040471429075,Bd RLB-69421,2108.101395803221,470212.2173078436,0.0,0.0,1018.7988127794646,424707.8091812781,0.0,0.0,35.58798699391705,470212.2173078436,0.0,0.0,34.43998741346811,455044.0812656551,0.0,0.0,35.58798699391705,470212.2173078436,0.0,0.0,34.43998741346811,455044.0812656551,0.0,0.0,35.58798699391705,470212.2173078436,0.0,0.0,35.58798699391705,470212.2173078436,0.0,0.0,34.43998741346811,455044.0812656551,0.0,0.0,35.58798699391705,470212.2173078436,0.0,0.0,995.0396215280315,455044.0812656551,0.0,0.0,2033.6140724808315,470212.2173078436,0.0,0.0
RLB-68658,1043.2189453125,316.126953125,1,843.9411831944554,269.6668007687251,44.885750689740874,-11.967276259876773,Bd RLB-68658,2489.765406275709,510683.5214322999,0.0,0.0,1173.028642266701,461262.53548723867,0.0,0.0,41.685463232031914,510683.5214322999,0.0,0.0,40.3407708697083,494209.85945061286,0.0,0.0,41.685463232031914,510683.5214322999,0.0,0.0,40.3407708697083,955633.3665066031,0.0,0.0,41.685463232031914,1818423.853519005,0.0,0.0,41.685463232031914,1154993.4603615291,0.0,0.0,40.3407708697083,501681.61633301293,0.0,0.0,41.685463232031914,510683.5214322999,0.0,0.0,983.9036192018167,494209.85945061286,0.0,0.0,2284.9824412363987,510683.5214322999,0.0,0.0
RLB-68303,129.6676025390625,39.293212890625,1,226.2830611308255,63.117593221275314,10.486084620935465,-2.49797596993183,Bd RLB-68303,571.3808529188947,329488.533811281,0.0,0.0,268.2852639389873,297602.54666825384,0.0,0.0,10.356163838576537,329488.533811281,0.0,0.0,10.022094037332133,318859.871430272,0.0,0.0,10.356163838576537,329488.533811281,0.0,0.0,10.022094037332133,442989.5740633084,0.0,0.0,10.356163838576537,644048.2351694364,0.0,0.0,10.356163838576537,505520.6106867276,0.0,0.0,10.022094037332133,329553.0455791462,0.0,0.0,10.356163838576537,329488.533811281,0.0,0.0,214.4764464206457,318859.871430272,0.0,0.0,526.2723710297037,329488.533811281,0.0,0.0
RLB-70805,10565.756469726562,3201.744384765625,1,6785.922003156824,3326.50792162749,416.7019431365449,-103.33102587997703,Bd RLB-70805,23833.472122785257,2395591.067993164,0.0,0.0,11222.684547935749,2163759.6743164062,0.0,0.0,41.04428303272047,2395591.067993164,0.0,0.0,39.72027390263272,2318313.936767578,0.0,0.0,41.04428303272047,2395591.067993164,0.0,0.0,39.72027390263272,2318313.936767578,0.0,0.0,41.04428303272047,2395591.067993164,0.0,0.0,41.04428303272047,2395591.067993164,0.0,0.0,39.72027390263272,2318313.936767578,0.0,0.0,41.04428303272047,2395591.067993164,0.0,0.0,10500.037798791713,2318313.936767578,0.0,0.0,22481.180435889193,2395591.067993164,0.0,0.0
RLB-91157,103.1499755859375,31.257568359375,1,53.81230984874818,37.87471925487656,3.2377033848326477,-1.386759190253384,Bd RLB-91157,231.85647135205005,313806.628527832,0.0,0.0,109.1663870291725,285256.8306152344,0.0,0.0,1.2130980558769189,315894.6340942383,0.0,0.0,1.1739658605260506,305334.0320068359,0.0,0.0,1.2130980558769189,316155.63479003904,0.0,0.0,17.44049894673937,368892.29396542587,0.0,0.0,15.841763481807332,417603.08607587666,0.0,0.0,18.06607631486213,426457.0290648247,0.0,0.0,18.144661449949673,355885.01521778316,0.0,0.0,1.2130980558769189,316155.63479003904,0.0,0.0,96.99205314648428,305856.0333984375,0.0,0.0,217.37677228300726,315372.6327026367,0.0,0.0
RLB-71069,1167.684375,353.84375,1,1049.006684394746,300.36550246376135,53.585299197901485,-12.92869017969756,Bd RLB-71069,3046.1116724715007,539788.7540277932,0.0,0.0,1447.0091649335222,487551.1326702649,0.0,0.0,41.63688596990548,539788.7540277932,0.0,0.0,40.29376061603756,522376.2135752838,0.0,0.0,41.63688596990548,539788.7540277932,0.0,0.0,40.29376061603756,526608.1536201863,0.0,0.0,41.63688596990548,604222.5473590672,0.0,0.0,41.63688596990548,548007.1795648676,0.0,0.0,40.29376061603756,522376.2135752838,0.0,0.0,41.63688596990548,539788.7540277932,0.0,0.0,1268.1793129957584,522376.2135752838,0.0,0.0,2848.4367974370934,539788.7540277932,0.0,0.0
RLB-74801,1e-05,1e-05,1,592.6096909530249,116.16688211361006,23.03523870799897,-3.4332358826301794,Bd RLB-74801,1156.841877305674,322964.56722315185,0.0,0.0,543.9525054587024,291709.93168542744,0.0,0.0,7.1362597630496865,322964.56722315185,0.0,0.0,6.906057835209374,312546.3553772437,0.0,0.0,7.1362597630496865,322964.56722315185,0.0,0.0,6.906057835209374,534147.4327870993,0.0,0.0,7.1362597630496865,901421.1256191753,0.0,0.0,7.1362597630496865,586859.5823855646,0.0,0.0,6.906057835209374,313512.6867503818,0.0,0.0,7.1362597630496865,322964.56722315185,0.0,0.0,425.5007764153828,312546.3553772437,0.0,0.0,1061.105763550626,322964.56722315185,0.0,0.0
RLB-67199,282.5069091796875,85.608154296875,1,378.22196275185024,75.86260934163175,17.111972836202227,-3.9139248663202797,Bd RLB-67199,0.0,2470380.614552624,0.0,0.0,0.0,1196527.1716239122,0.0,0.0,0.0,99206.1292613635,0.0,0.0,0.0,96005.931543255,0.0,0.0,0.0,99206.1292613635,0.0,0.0,0.0,279858.637920664,0.0,0.0,0.0,569938.4687615167,0.0,0.0,0.0,326326.64856468304,0.0,0.0,0.0,98738.01405869811,0.0,0.0,0.0,99206.1292613635,0.0,0.0,0.0,972987.7553578365,0.0,0.0,0.0,2277078.5992523823,0.0,0.0
RLB-70900,1015.4485107421874,307.711669921875,1,1060.4470895706265,292.61291390872674,52.43652103593055,-10.906769368750995,Bd RLB-70900,3029.5383358974445,514641.2335616385,0.0,0.0,1446.5904532163108,464837.24321696383,0.0,0.0,41.64160323252037,514641.2335616385,0.0,0.0,40.29832570889067,498039.90344674693,0.0,0.0,41.64160323252037,514641.2335616385,0.0,0.0,40.29832570889067,498039.90344674693,0.0,0.0,41.64160323252037,514641.2335616385,0.0,0.0,41.64160323252037,514641.2335616385,0.0,0.0,40.29832570889067,498039.90344674693,0.0,0.0,41.64160323252037,514641.2335616385,0.0,0.0,1264.6253411458547,498039.90344674693,0.0,0.0,2835.7982429031567,514641.2335616385,0.0,0.0
RLB-79013,19835.183349609375,6010.66162109375,1,6507.008904760009,3005.2303225908836,474.4409694689822,-159.13680738568996,Bd RLB-79013,25082.897233059768,3849767.5212402344,0.0,0.0,11938.781671441351,3477209.3740234375,0.0,0.0,35.238809374742466,3849767.5212402344,0.0,0.0,34.10207358846045,3725581.4721679688,0.0,0.0,35.238809374742466,3849767.5212402344,0.0,0.0,34.10207358846045,3725581.4721679688,0.0,0.0,35.238809374742466,3849767.5212402344,0.0,0.0,35.238809374742466,3849767.5212402344,0.0,0.0,34.10207358846045,3725581.4721679688,0.0,0.0,35.238809374742466,3849767.5212402344,0.0,0.0,11213.705479277687,3725581.4721679688,0.0,0.0,23602.79861945178,3849767.5212402344,0.0,0.0
